井名	小层名	砂顶	砂底	砂厚	有效厚度	孔隙度	渗透率	油饱和度
L154	G1_18	1117.33	1118.27	0.93	0.03	0.3	1.00E+00	0.723
L154	G1_19	1118.27	1119.2	0.93	0.03	0.3	1.00E+00	0.723
L154	G1_20	1125.9	1126.1	0.2	0.2	0.3	1.00E+00	0.723
L154	G2_1+2	1128.9	1129.4	0.5	0.3	0.3	6.00E+01	0.723
L154	G2_1+2	1129.4	1129.9	0.5	0.3	0.3	6.00E+01	0.723
L154	G2_1+2	1130.6	1131	0.4	0.1	0.3	1.00E+00	0.723
L154	G2_1+2	1131	1131.4	0.4	0.1	0.3	1.00E+00	0.723
L154	G2_3	1133.1	1133.35	0.25	0.1	0.3	1.00E+00	0.723
L154	G2_4	1133.35	1133.6	0.25	0.1	0.3	1.00E+00	0.723
L154	G2_8	1139.6	1139.8	0.2	0	0.3	1.00E+00	0.723
L154	G2_9	1141.3	1142	0.7	0.4	0.3	7.00E+01	0.723
L154	G2_12	1147.4	1148.25	0.85	0.2	0.3	1.80E+02	0.723
L154	G2_13	1148.25	1149.1	0.85	0.2	0.3	1.80E+02	0.723
L154	G2_15	1154	1154.4	0.4	0.4	0.3	1.00E+00	0.723
L154	G2_19	1170.4	1170.9	0.5	0.15	0.3	7.00E+01	0.723
L154	G2_20	1170.9	1171.4	0.5	0.15	0.3	7.00E+01	0.723
L154	G2_20	1172.6	1172.8	0.2	0	0.3	1.00E+00	0.723
L154	G2_21	1175.5	1176.6	1.1	0.9	0.3	9.00E+01	0.723
L154	G2_22	1177	1177.9	0.9	0.2	0.3	5.00E+01	0.723
L154	G2_23	1180.8	1181	0.2	0.2	0.3	1.00E+00	0.723
L154	G2_24+25	1182.6	1183	0.4	0.05	0.3	9.00E+01	0.723
L154	G2_24+25	1183	1183.4	0.4	0.05	0.3	9.00E+01	0.723
L154	G2_24+25	1184.4	1184.55	0.15	0.15	0.3	1.00E+00	0.723
L154	G2_24+25	1184.55	1184.7	0.15	0.15	0.3	1.00E+00	0.723
L154	G2_29	1195.7	1195.9	0.2	0.2	0.3	1.00E+00	0.723
L8-1828	S1_3	926.2	926.8	0.6	0.6	0.3	7.00E+01	0.723
L8-1828	S1_3	927.6	928.67	1.07	0.27	0.3	3.10E+02	0.723
L8-1828	S1_4+5	928.67	929.73	1.07	0.27	0.3	3.10E+02	0.723
L8-1828	S1_4+5	929.73	930.8	1.07	0.27	0.3	3.10E+02	0.723
L8-1828	S2_2+3	954	956.2	2.2	2.2	0.3	5.00E+02	0.723
L8-1828	S2_2+3	956.2	958.4	2.2	2.2	0.3	5.00E+02	0.723
L8-1828	S2_2+3	959.4	959.7	0.3	0.2	0.3	1.00E+00	0.723
L8-1828	S2_2+3	959.7	960	0.3	0.2	0.3	1.00E+00	0.723
L8-1828	S2_4	964.2	964.8	0.6	0.3	0.3	1.00E+00	0.723
L8-1828	S2_5+6	968	968.95	0.95	0.9	0.3	2.00E+02	0.723
L8-1828	S2_5+6	968.95	969.9	0.95	0.9	0.3	2.00E+02	0.723
L8-1828	S2_7+8	969.9	970.85	0.95	0.9	0.3	2.00E+02	0.723
L8-1828	S2_7+8	970.85	971.8	0.95	0.9	0.3	2.00E+02	0.723
L8-1828	S2_9	975.4	976.8	1.4	1	0.3	1.00E+02	0.723
L8-1828	S2_10+11	979.4	981.51	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_10+11	981.51	983.63	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_12	983.63	985.74	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_13+14	985.74	987.86	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_13+14	987.86	989.97	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_15+16	989.97	992.09	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_15+16	992.09	994.2	2.11	0.03	0.3	7.00E+01	0.723
L8-1828	S2_15+16	998.8	1002.6	3.8	0.2	0.3	5.00E+02	0.723
L8-1828	S3_3	1008.4	1009.2	0.8	0.3	0.3	3.60E+02	0.723
L8-1828	S3_3	1012	1013.52	1.52	0.06	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1013.52	1015.04	1.52	0.06	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1015.04	1016.56	1.52	0.06	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1016.56	1018.08	1.52	0.06	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1018.08	1019.6	1.52	0.06	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1022.2	1022.25	0.05	0.05	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1022.25	1022.3	0.05	0.05	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1022.3	1022.35	0.05	0.05	0.3	1.00E+00	0.723
L8-1828	S3_4-7	1022.35	1022.4	0.05	0.05	0.3	1.00E+00	0.723
L8-1828	S3_8	1025.8	1026.8	1	0.63	0.3	1.20E+02	0.723
L8-1828	S3_9+10	1026.8	1027.8	1	0.63	0.3	1.20E+02	0.723
L8-1828	S3_9+10	1027.8	1028.8	1	0.63	0.3	1.20E+02	0.723
L8-1828	P1_2	1038	1050.6	12.6	1	0.3	2.60E+02	0.723
L8-1828	P1_2	1051.4	1053.2	1.8	1.8	0.3	2.40E+02	0.723
L8-1828	P1_4	1054.4	1055.2	0.8	0.2	0.3	8.00E+01	0.723
L8-1828	P1_5+6	1059.6	1059.7	0.1	0.1	0.3	1.00E+00	0.723
L8-1828	P1_5+6	1059.7	1059.8	0.1	0.1	0.3	1.00E+00	0.723
L8-1828	P2_1-3	1062.8	1063	0.2	0.1	0.3	1.00E+00	0.723
L8-1828	P2_1-3	1063	1063.2	0.2	0.1	0.3	1.00E+00	0.723
L8-1828	P2_1-3	1063.2	1063.4	0.2	0.1	0.3	1.00E+00	0.723
L8-1828	P2_1-3	1065.4	1065.8	0.4	0.3	0.3	5.00E+01	0.723
L8-1828	P2_1-3	1065.8	1066.2	0.4	0.3	0.3	5.00E+01	0.723
L8-1828	P2_1-3	1066.2	1066.6	0.4	0.3	0.3	5.00E+01	0.723
L8-1828	P2_1-3	1067	1067.87	0.87	0.2	0.3	5.00E+01	0.723
L8-1828	P2_1-3	1067.87	1068.73	0.87	0.2	0.3	5.00E+01	0.723
L8-1828	P2_1-3	1068.73	1069.6	0.87	0.2	0.3	5.00E+01	0.723
L8-1828	P2_5+6	1076.6	1077.4	0.8	0.34	0.3	7.00E+01	0.723
L8-1828	P2_5+6	1077.4	1078.2	0.8	0.34	0.3	7.00E+01	0.723
L8-1828	P2_7-9	1078.2	1079	0.8	0.34	0.3	7.00E+01	0.723
L8-1828	P2_7-9	1079	1079.8	0.8	0.34	0.3	7.00E+01	0.723
L8-1828	P2_7-9	1079.8	1080.6	0.8	0.34	0.3	7.00E+01	0.723
L8-1828	P2_7-9	1083.4	1084.33	0.93	0.67	0.3	1.70E+02	0.723
L8-1828	P2_7-9	1084.33	1085.27	0.93	0.67	0.3	1.70E+02	0.723
L8-1828	P2_7-9	1085.27	1086.2	0.93	0.67	0.3	1.70E+02	0.723
L8-1828	G1_6+7	1106	1106.1	0.1	0.1	0.3	1.00E+00	0.723
L8-1828	G1_6+7	1106.1	1106.2	0.1	0.1	0.3	1.00E+00	0.723
L8-1828	G1_9	1109	1109.4	0.4	0.3	0.3	1.00E+00	0.723
L8-1828	G1_9	1110.8	1111	0.2	0.2	0.3	1.00E+00	0.723
L8-1828	G1_10	1111	1111.2	0.2	0.2	0.3	1.00E+00	0.723
L8-1828	G1_13	1120.3	1120.5	0.2	0.2	0.3	1.00E+00	0.723
L8-1828	G1_14+15	1122.6	1122.8	0.2	0	0.3	1.00E+00	0.723
L8-1828	G1_14+15	1122.8	1123	0.2	0	0.3	1.00E+00	0.723
L8-1828	G1_16	1126	1127.6	1.6	0.1	0.3	7.00E+01	0.723
L8-1828	G1_17	1127.6	1129.2	1.6	0.1	0.3	7.00E+01	0.723
L8-1828	G1_18	1129.6	1130	0.4	0.4	0.3	1.00E+00	0.723
L8-1828	G1_19	1132.6	1134.2	1.6	0.2	0.3	1.00E+00	0.723
L8-1828	G1_20	1136.4	1137	0.6	0.3	0.3	1.00E+00	0.723
L8-1828	G2_1+2	1139.2	1139.4	0.2	0.1	0.3	1.00E+00	0.723
L8-1828	G2_1+2	1139.4	1139.6	0.2	0.1	0.3	1.00E+00	0.723
L8-1828	G2_1+2	1141	1141.4	0.4	0.2	0.3	6.00E+01	0.723
L8-1828	G2_1+2	1141.4	1141.8	0.4	0.2	0.3	6.00E+01	0.723
L8-1828	G2_3	1142.4	1143.4	1	0.4	0.3	6.00E+01	0.723
L8-1828	G2_4	1144.6	1145.93	1.33	1	0.3	2.50E+02	0.723
L8-1828	G2_5	1145.93	1147.27	1.33	1	0.3	2.50E+02	0.723
L8-1828	G2_6	1147.27	1148.6	1.33	1	0.3	2.50E+02	0.723
L8-1828	G2_7	1150.6	1151.5	0.9	0.3	0.3	9.00E+01	0.723
L8-1828	G2_8	1151.5	1152.4	0.9	0.3	0.3	9.00E+01	0.723
L8-1828	G2_9	1152.8	1153.2	0.4	0.2	0.3	1.00E+00	0.723
L8-1828	G2_9	1153.8	1154	0.2	0.2	0.3	1.00E+00	0.723
L8-1828	G2_9	1154.5	1154.65	0.15	0.1	0.3	1.00E+00	0.723
L8-1828	G2_10	1154.65	1154.8	0.15	0.1	0.3	1.00E+00	0.723
L8-1828	G2_11	1158.6	1159.65	1.05	0.28	0.3	2.40E+02	0.723
L8-1828	G2_12	1159.65	1160.7	1.05	0.28	0.3	2.40E+02	0.723
L8-1828	G2_13	1160.7	1161.75	1.05	0.28	0.3	2.40E+02	0.723
L8-1828	G2_14	1161.75	1162.8	1.05	0.28	0.3	2.40E+02	0.723
L8-1828	G2_14	1163.9	1164.2	0.3	0.2	0.3	1.00E+00	0.723
L8-1828	G2_15	1165.6	1167	1.4	1	0.3	8.00E+01	0.723
L8-1828	G2_16	1170.6	1171	0.4	0.3	0.3	8.00E+01	0.723
L8-1828	G2_17	1171	1171.4	0.4	0.3	0.3	8.00E+01	0.723
L8-1828	G2_17	1172	1172.4	0.4	0.4	0.3	1.00E+00	0.723
L8-1828	G2_18	1173.2	1174.6	1.4	0.3	0.3	8.00E+01	0.723
L8-1828	G2_18	1175	1177.6	2.6	0.2	0.3	2.00E+02	0.723
L8-1828	G2_19	1179.2	1179.4	0.2	0	0.3	1.00E+00	0.723
L8-1828	G2_19	1180.6	1181.5	0.9	0.5	0.3	1.40E+02	0.723
L8-1828	G2_20	1181.5	1182.4	0.9	0.5	0.3	1.40E+02	0.723
L8-1828	G2_20	1183.2	1184.4	1.2	1.1	0.3	5.00E+01	0.723
L8-1828	G2_21	1185	1186	1	0.7	0.3	8.00E+01	0.723
L8-1828	G2_22	1188	1190	2	0.4	0.3	1.40E+02	0.723
L8-1828	G2_24+25	1193.2	1193.7	0.5	0.35	0.3	7.00E+01	0.723
L8-1828	G2_24+25	1193.7	1194.2	0.5	0.35	0.3	7.00E+01	0.723
L8-1828	G2_24+25	1195.2	1196.47	1.27	0.3	0.3	1.10E+02	0.723
L8-1828	G2_24+25	1196.47	1197.73	1.27	0.3	0.3	1.10E+02	0.723
L8-1828	G2_26	1197.73	1199	1.27	0.3	0.3	1.10E+02	0.723
L8-1828	G2_28	1203.6	1204	0.4	0.2	0.3	1.00E+00	0.723
L8-1828	G2_28	1205.4	1206	0.6	0.2	0.3	1.00E+00	0.723
L8-1828	G2_29	1208	1210.2	2.2	0.5	0.3	8.00E+01	0.723
L8-1838	S1_3	904.8	906.6	1.8	1.8	0.3	1.00E+00	0.723
L8-1838	S1_4+5	907.8	908.8	1	1	0.3	1.00E+00	0.723
L8-1838	S1_4+5	908.8	909.8	1	1	0.3	1.00E+00	0.723
L8-1838	S1_4+5	910.4	910.9	0.5	0.5	0.3	1.00E+00	0.723
L8-1838	S1_4+5	910.9	911.4	0.5	0.5	0.3	1.00E+00	0.723
L8-1838	S2_1+2	925	925.8	0.8	0.1	0.3	1.70E+02	0.723
L8-1838	S2_2+3	925.8	926.6	0.8	0.1	0.3	1.70E+02	0.723
L8-1838	S2_2+3	933	935.12	2.12	1.86	0.3	5.00E+02	0.723
L8-1838	S2_2+3	935.12	937.24	2.12	1.86	0.3	5.00E+02	0.723
L8-1838	S2_4	937.24	939.36	2.12	1.86	0.3	5.00E+02	0.723
L8-1838	S2_5+6	939.36	941.48	2.12	1.86	0.3	5.00E+02	0.723
L8-1838	S2_5+6	941.48	943.6	2.12	1.86	0.3	5.00E+02	0.723
L8-1838	S2_7+8	953.4	954.07	0.67	0.23	0.3	6.00E+01	0.723
L8-1838	S2_7+8	954.07	954.73	0.67	0.23	0.3	6.00E+01	0.723
L8-1838	S2_9	954.73	955.4	0.67	0.23	0.3	6.00E+01	0.723
L8-1838	S2_10+11	957.8	959.4	1.6	0.2	0.3	1.60E+02	0.723
L8-1838	S2_10+11	959.4	961	1.6	0.2	0.3	1.60E+02	0.723
L8-1838	S2_12	963.6	964.73	1.13	0.07	0.3	7.00E+01	0.723
L8-1838	S2_13+14	964.73	965.87	1.13	0.07	0.3	7.00E+01	0.723
L8-1838	S2_13+14	965.87	967	1.13	0.07	0.3	7.00E+01	0.723
L8-1838	S2_15+16	975.2	984.8	9.6	0.4	0.3	5.00E+02	0.723
L8-1838	S3_3	986.7	990.4	3.7	0.5	0.3	3.80E+02	0.723
L8-1838	S3_4-7	991.7	991.78	0.07	0.07	0.3	1.00E+00	0.723
L8-1838	S3_4-7	991.78	991.85	0.07	0.07	0.3	1.00E+00	0.723
L8-1838	S3_4-7	991.85	991.92	0.07	0.07	0.3	1.00E+00	0.723
L8-1838	S3_4-7	991.92	992	0.07	0.07	0.3	1.00E+00	0.723
L8-1838	S3_4-7	992.6	993.4	0.8	0.05	0.3	6.00E+01	0.723
L8-1838	S3_4-7	993.4	994.2	0.8	0.05	0.3	6.00E+01	0.723
L8-1838	S3_4-7	994.2	995	0.8	0.05	0.3	6.00E+01	0.723
L8-1838	S3_4-7	995	995.8	0.8	0.05	0.3	6.00E+01	0.723
L8-1838	S3_9+10	1003.6	1004.1	0.5	0.25	0.3	4.50E+01	0.723
L8-1838	S3_9+10	1004.1	1004.6	0.5	0.25	0.3	4.50E+01	0.723
L8-1838	P1_2	1015.4	1030.8	15.4	6.6	0.3	4.60E+02	0.723
L8-1838	P1_5+6	1032.6	1033.1	0.5	0.1	0.3	1.00E+00	0.723
L8-1838	P1_5+6	1033.1	1033.6	0.5	0.1	0.3	1.00E+00	0.723
L8-1838	P1_5+6	1034	1035.4	1.4	0.17	0.3	2.70E+02	0.723
L8-1838	P1_5+6	1035.4	1036.8	1.4	0.17	0.3	2.70E+02	0.723
L8-1838	P1_7	1036.8	1038.2	1.4	0.17	0.3	2.70E+02	0.723
L8-1838	P2_1-3	1040.8	1042.13	1.33	0.2	0.3	8.00E+01	0.723
L8-1838	P2_1-3	1042.13	1043.47	1.33	0.2	0.3	8.00E+01	0.723
L8-1838	P2_1-3	1043.47	1044.8	1.33	0.2	0.3	8.00E+01	0.723
L8-1838	P2_1-3	1045.4	1046.2	0.8	0.35	0.3	8.00E+01	0.723
L8-1838	P2_1-3	1046.2	1047	0.8	0.35	0.3	8.00E+01	0.723
L8-1838	P2_1-3	1047	1047.8	0.8	0.35	0.3	8.00E+01	0.723
L8-1838	P2_4	1047.8	1048.6	0.8	0.35	0.3	8.00E+01	0.723
L8-1838	P2_5+6	1052.8	1054.92	2.12	0.62	0.3	3.00E+02	0.723
L8-1838	P2_5+6	1054.92	1057.04	2.12	0.62	0.3	3.00E+02	0.723
L8-1838	P2_7-9	1057.04	1059.16	2.12	0.62	0.3	3.00E+02	0.723
L8-1838	P2_7-9	1059.16	1061.28	2.12	0.62	0.3	3.00E+02	0.723
L8-1838	P2_7-9	1061.28	1063.4	2.12	0.62	0.3	3.00E+02	0.723
L8-1838	P2_10	1063.8	1064.8	1	0.6	0.3	5.00E+01	0.723
L8-1838	P2_10	1067.5	1067.7	0.2	0	0.3	1.00E+00	0.723
L8-1838	G1_6+7	1081.9	1082	0.1	0	0.3	1.00E+00	0.723
L8-1838	G1_6+7	1082	1082.1	0.1	0	0.3	1.00E+00	0.723
L8-1838	G1_8	1084.6	1085.2	0.6	0.2	0.3	1.00E+00	0.723
L8-1838	G1_9	1086	1086.8	0.8	0.2	0.3	4.50E+01	0.723
L8-1838	G1_9	1087.2	1087.8	0.6	0.2	0.3	1.00E+00	0.723
L8-1838	G1_10	1090.6	1091.4	0.8	0.4	0.3	4.50E+01	0.723
L8-1838	G1_13	1096.6	1096.8	0.2	0.2	0.3	1.00E+00	0.723
L8-1838	G1_13	1097.6	1098.8	1.2	0.6	0.3	8.00E+01	0.723
L8-1838	G1_14+15	1101.8	1101.9	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G1_14+15	1101.9	1102	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G1_16	1102	1102.1	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G1_17	1102.1	1102.2	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G1_17	1105.6	1106	0.4	0.4	0.3	1.00E+00	0.723
L8-1838	G1_18	1108.8	1110.5	1.7	0.2	0.3	6.00E+01	0.723
L8-1838	G1_19	1110.5	1112.2	1.7	0.2	0.3	6.00E+01	0.723
L8-1838	G1_20	1114	1114.8	0.8	0.6	0.3	6.00E+01	0.723
L8-1838	G2_1+2	1117.2	1117.8	0.6	0.15	0.3	1.00E+00	0.723
L8-1838	G2_1+2	1117.8	1118.4	0.6	0.15	0.3	1.00E+00	0.723
L8-1838	G2_1+2	1119	1119.3	0.3	0.3	0.3	6.00E+01	0.723
L8-1838	G2_1+2	1119.3	1119.6	0.3	0.3	0.3	6.00E+01	0.723
L8-1838	G2_1+2	1120	1120.2	0.2	0.2	0.3	1.00E+00	0.723
L8-1838	G2_1+2	1120.2	1120.4	0.2	0.2	0.3	1.00E+00	0.723
L8-1838	G2_5	1124.4	1125.6	1.2	0.2	0.3	7.00E+01	0.723
L8-1838	G2_6	1126.2	1127.4	1.2	0.3	0.3	6.00E+01	0.723
L8-1838	G2_7	1128.8	1129.6	0.8	0.4	0.3	5.00E+01	0.723
L8-1838	G2_8	1131.4	1131.8	0.4	0.2	0.3	1.00E+00	0.723
L8-1838	G2_9	1131.8	1132.2	0.4	0.2	0.3	1.00E+00	0.723
L8-1838	G2_9	1133.2	1133.3	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G2_10	1133.3	1133.4	0.1	0.1	0.3	1.00E+00	0.723
L8-1838	G2_11	1135.8	1136	0.2	0	0.3	1.00E+00	0.723
L8-1838	G2_12	1137.8	1139	1.2	0.2	0.3	1.40E+02	0.723
L8-1838	G2_13	1139	1140.2	1.2	0.2	0.3	1.40E+02	0.723
L8-1838	G2_14	1140.2	1141.4	1.2	0.2	0.3	1.40E+02	0.723
L8-1838	G2_15	1144.2	1145.4	1.2	0.2	0.3	1.00E+00	0.723
L8-1838	G2_16	1146.8	1147	0.2	0.2	0.3	1.00E+00	0.723
L8-1838	G2_18	1151.6	1152	0.4	0	0.3	1.00E+00	0.723
L8-1838	G2_18	1154.6	1154.8	0.2	0	0.3	1.00E+00	0.723
L8-1838	G2_19	1157	1158.7	1.7	0.2	0.3	7.00E+01	0.723
L8-1838	G2_20	1158.7	1160.4	1.7	0.2	0.3	7.00E+01	0.723
L8-1838	G2_20	1161	1161.9	0.9	0.7	0.3	6.00E+01	0.723
L8-1838	G2_21	1161.9	1162.8	0.9	0.7	0.3	6.00E+01	0.723
L8-1838	G2_21	1163.8	1164.2	0.4	0	0.3	1.00E+00	0.723
L8-1838	G2_21	1164.9	1165.45	0.55	0.1	0.3	1.00E+00	0.723
L8-1838	G2_22	1165.45	1166	0.55	0.1	0.3	1.00E+00	0.723
L8-1838	G2_23	1169.2	1170	0.8	0.2	0.3	1.00E+00	0.723
L8-1838	G2_24+25	1171.2	1171.33	0.13	0.13	0.3	1.00E+00	0.723
L8-1838	G2_24+25	1171.33	1171.47	0.13	0.13	0.3	1.00E+00	0.723
L8-1838	G2_26	1171.47	1171.6	0.13	0.13	0.3	1.00E+00	0.723
L8-1838	G2_29	1184.6	1185	0.4	0.4	0.3	1.00E+00	0.723
L8-1838	G2_29	1185.7	1185.9	0.2	0	0.3	1.00E+00	0.723
L8-1838	G2_29	1186.5	1186.7	0.2	0.2	0.3	1.00E+00	0.723
L8-1838	G2_29	1187.2	1187.4	0.2	0.2	0.3	1.00E+00	0.723
L8-19	S1_1	885.8	886.1	0.3	0.3	0.3	1.00E+00	0.723
L8-19	S1_1	887.8	888	0.2	0.2	0.3	1.00E+00	0.723
L8-19	S1_3	896.6	897.33	0.73	0.73	0.3	1.00E+00	0.723
L8-19	S1_4+5	897.33	898.07	0.73	0.73	0.3	1.00E+00	0.723
L8-19	S1_4+5	898.07	898.8	0.73	0.73	0.3	1.00E+00	0.723
L8-19	S1_4+5	900.2	900.6	0.4	0.4	0.3	1.00E+00	0.723
L8-19	S1_4+5	900.6	901	0.4	0.4	0.3	1.00E+00	0.723
L8-19	S1_4+5	902.1	903.05	0.95	0.95	0.3	1.00E+00	0.723
L8-19	S1_4+5	903.05	904	0.95	0.95	0.3	1.00E+00	0.723
L8-19	S2_2+3	924	927.3	3.3	0.4	0.3	2.40E+02	0.723
L8-19	S2_2+3	927.3	930.6	3.3	0.4	0.3	2.40E+02	0.723
L8-19	S2_4	930.6	933.9	3.3	0.4	0.3	2.40E+02	0.723
L8-19	S2_5+6	935.5	935.6	0.1	0	0.3	1.00E+00	0.723
L8-19	S2_5+6	935.6	935.7	0.1	0	0.3	1.00E+00	0.723
L8-19	S2_5+6	937.2	938	0.8	0.1	0.3	1.00E+02	0.723
L8-19	S2_5+6	938	938.8	0.8	0.1	0.3	1.00E+02	0.723
L8-19	S2_7+8	944	944.7	0.7	0.4	0.3	1.70E+02	0.723
L8-19	S2_7+8	944.7	945.4	0.7	0.4	0.3	1.70E+02	0.723
L8-19	S2_10+11	949.4	951.3	1.9	1.9	0.3	3.40E+02	0.723
L8-19	S2_10+11	951.3	953.2	1.9	1.9	0.3	3.40E+02	0.723
L8-19	S2_15+16	966.8	967.5	0.7	0.1	0.3	7.00E+01	0.723
L8-19	S2_15+16	967.5	968.2	0.7	0.1	0.3	7.00E+01	0.723
L8-19	S3_1+2	968.6	970.73	2.13	0.9	0.3	5.00E+02	0.723
L8-19	S3_1+2	970.73	972.87	2.13	0.9	0.3	5.00E+02	0.723
L8-19	S3_3	972.87	975	2.13	0.9	0.3	5.00E+02	0.723
L8-19	S3_3	977.6	979.68	2.08	0.12	0.3	8.00E+01	0.723
L8-19	S3_4-7	979.68	981.76	2.08	0.12	0.3	8.00E+01	0.723
L8-19	S3_4-7	981.76	983.84	2.08	0.12	0.3	8.00E+01	0.723
L8-19	S3_4-7	983.84	985.92	2.08	0.12	0.3	8.00E+01	0.723
L8-19	S3_4-7	985.92	988	2.08	0.12	0.3	8.00E+01	0.723
L8-19	S3_9+10	996.4	997.4	1	0.1	0.3	7.00E+01	0.723
L8-19	S3_9+10	997.4	998.4	1	0.1	0.3	7.00E+01	0.723
L8-19	P1_2	1007.4	1007.6	0.2	0	0.3	1.00E+00	0.723
L8-19	P1_2	1008.6	1012.8	4.2	0.1	0.3	1.00E+02	0.723
L8-19	P1_4	1012.8	1017	4.2	0.1	0.3	1.00E+02	0.723
L8-19	P1_4	1017	1021.2	4.2	0.1	0.3	1.00E+02	0.723
L8-19	P1_5+6	1026.1	1027.3	1.2	0.3	0.3	6.00E+01	0.723
L8-19	P1_5+6	1027.3	1028.5	1.2	0.3	0.3	6.00E+01	0.723
L8-19	P2_1-3	1032.7	1033.8	1.1	0.17	0.3	3.00E+02	0.723
L8-19	P2_1-3	1033.8	1034.9	1.1	0.17	0.3	3.00E+02	0.723
L8-19	P2_1-3	1034.9	1036	1.1	0.17	0.3	3.00E+02	0.723
L8-19	P2_1-3	1036.4	1038.07	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_1-3	1038.07	1039.73	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_1-3	1039.73	1041.4	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_4	1041.4	1043.07	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_5+6	1043.07	1044.73	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_5+6	1044.73	1046.4	1.67	0.15	0.3	1.50E+02	0.723
L8-19	P2_10	1055.8	1060	4.2	0.9	0.3	6.00E+01	0.723
L8-19	G1_1	1062.8	1064.5	1.7	1	0.3	7.00E+01	0.723
L8-19	G1_4+5	1070.2	1070.3	0.1	0.1	0.3	1.00E+00	0.723
L8-19	G1_4+5	1070.3	1070.4	0.1	0.1	0.3	1.00E+00	0.723
L8-19	G1_4+5	1072.2	1072.3	0.1	0	0.3	1.00E+00	0.723
L8-19	G1_4+5	1072.3	1072.4	0.1	0	0.3	1.00E+00	0.723
L8-19	G1_8	1076	1076.4	0.4	0	0.3	1.00E+00	0.723
L8-19	G1_8	1077.2	1078.2	1	0	0.3	1.00E+00	0.723
L8-19	G1_9	1078.8	1079.8	1	0.3	0.3	1.00E+00	0.723
L8-19	G1_9	1080.4	1081.1	0.7	0.2	0.3	1.00E+00	0.723
L8-19	G1_10	1081.1	1081.8	0.7	0.2	0.3	1.00E+00	0.723
L8-19	G1_10	1083.6	1084.4	0.8	0.3	0.3	1.00E+00	0.723
L8-19	G1_11+12	1086	1087.84	1.84	0.4	0.3	1.00E+02	0.723
L8-19	G1_11+12	1087.84	1089.68	1.84	0.4	0.3	1.00E+02	0.723
L8-19	G1_13	1089.68	1091.52	1.84	0.4	0.3	1.00E+02	0.723
L8-19	G1_14+15	1091.52	1093.36	1.84	0.4	0.3	1.00E+02	0.723
L8-19	G1_14+15	1093.36	1095.2	1.84	0.4	0.3	1.00E+02	0.723
L8-19	G1_16	1096.9	1097.2	0.3	0.2	0.3	1.00E+00	0.723
L8-19	G1_18	1100.6	1101	0.4	0.3	0.3	1.00E+00	0.723
L8-19	G1_18	1102	1103	1	0.6	0.3	8.00E+01	0.723
L8-19	G1_19	1105.2	1105.4	0.2	0	0.3	1.00E+00	0.723
L8-19	G1_19	1106.2	1106.4	0.2	0	0.3	1.00E+00	0.723
L8-19	G1_20	1107.4	1108.6	1.2	0.3	0.3	1.00E+02	0.723
L8-19	G2_1+2	1111	1111.1	0.1	0	0.3	1.00E+00	0.723
L8-19	G2_1+2	1111.1	1111.2	0.1	0	0.3	1.00E+00	0.723
L8-19	G2_1+2	1112	1112.7	0.7	0.35	0.3	6.00E+01	0.723
L8-19	G2_1+2	1112.7	1113.4	0.7	0.35	0.3	6.00E+01	0.723
L8-19	G2_3	1113.8	1114.9	1.1	0.8	0.3	1.30E+02	0.723
L8-19	G2_4	1114.9	1116	1.1	0.8	0.3	1.30E+02	0.723
L8-19	G2_5	1117	1117.5	0.5	0.2	0.3	1.00E+00	0.723
L8-19	G2_5	1118.4	1119.5	1.1	0.6	0.3	1.70E+02	0.723
L8-19	G2_6	1119.5	1120.6	1.1	0.6	0.3	1.70E+02	0.723
L8-19	G2_7	1122.2	1122.9	0.7	0.25	0.3	9.00E+01	0.723
L8-19	G2_8	1122.9	1123.6	0.7	0.25	0.3	9.00E+01	0.723
L8-19	G2_8	1124.2	1124.4	0.2	0	0.3	1.00E+00	0.723
L8-19	G2_9	1124.4	1124.6	0.2	0	0.3	1.00E+00	0.723
L8-19	G2_9	1126.2	1126.9	0.7	0.3	0.3	1.50E+02	0.723
L8-19	G2_10	1126.9	1127.6	0.7	0.3	0.3	1.50E+02	0.723
