����	����	����	��ȣ�m��	��ˮ��϶��                    (%)	��͸�ʣ�md��	���ͱ��Ͷ�(%)	���ʣ�%��	CPL���ͽ���
Ӣ9-4-B2	484.5 	486.2 	1.7 	7.36	2.22	0	26.7	4	0
Ӣ9-4-B2	488.2 	490.0 	1.8 	0.1	0	0	98.04	6	0.9
Ӣ9-4-B2	490.7 	493.4 	2.7 	19.7	168.64	46.74	13.92	6	1.35
Ӣ9-4-B2	494.2 	496.2 	2.0 	9.57	7.05	0	33.77	4	0
Ӣ9-4-B2	499.6 	502.2 	2.6 	18.86	139.41	50.4	13.96	11	1.3
Ӣ9-4-B2	502.6 	503.8 	1.2 	21.87	267.17	66.8	21.63	1	1.2
Ӣ9-4-B2	504.2 	505.2 	1.0 	20.78	213.28	16.93	19.37	2	0
Ӣ9-4-B2	506.3 	509.3 	3.0 	18.05	114.9	48.11	12.59	6	1.5
Ӣ9-4-B2	510.8 	513.2 	2.4 	17.83	108.68	13.6	29.63	2	0
Ӣ9-4-B2	515.3 	516.6 	1.3 	21.03	224.86	56.64	12.81	1	1.3
Ӣ9-4-B2	524.0 	525.8 	1.8 	22.9	326.92	44.64	11.74	6	0.9
Ӣ9-4-B2	528.2 	531.1 	2.9 	19.86	174.9	18.15	31.25	2	0
Ӣ9-4-B2	534.1 	537.2 	3.1 	22.56	306.33	24.29	20.9	2	0
Ӣ9-4-B2	539.2 	540.5 	1.3 	24.27	422.65	25.09	23.7	2	0
Ӣ9-4-B2	544.0 	548.1 	4.1 	23.83	389.73	31.83	9.56	2	0
Ӣ9-4-B2	550.3 	552.0 	1.7 	23.12	341.37	26.52	20.28	2	0
Ӣ9-4-B2	555.4 	557.1 	1.7 	15.84	64.71	0	40.32	2	0
Ӣ9-4-B2	558.4 	560.8 	2.4 	21.14	230.29	5.94	30.7	2	0
Ӣ9-4-B2	561.5 	563.3 	1.8 	22.41	297.38	21.85	10.1	2	0
Ӣ9-4-B2	566.0 	569.0 	3.0 	22.1	280.04	21.67	16.79	2	0
Ӣ9-4-B2	569.9 	573.8 	3.9 	19.38	156.94	0	18.33	2	0
Ӣ9-4-B2	575.2 	576.7 	1.5 	16.46	76.51	8.46	36.6	2	0
Ӣ9-4-B2	585.4 	591.4 	6.0 	19.67	167.46	0	7.35	2	0
Ӣ9-4-B2	594.1 	595.5 	1.4 	15.62	60.75	8.56	19.67	2	0
Ӣ9-4-B2	596.9 	598.8 	1.9 	2.73	0.03	0	39.9	2	0
Ӣ9-4-B2	603.0 	606.0 	3.0 	17.71	105.48	38.59	6.6	6	1.5
Ӣ9-4-B2	607.4 	609.6 	2.2 	12.08	19.6	0	37.82	2	0
Ӣ9-4-B2	612.0 	613.8 	1.8 	14.97	50.41	4.82	23.92	2	0
Ӣ9-4-B2	615.7 	622.2 	6.5 	21.52	249.08	1.36	7.81	2	0
Ӣ9-4-B2	627.0 	628.3 	1.3 	20.95	221.03	18.16	28.26	2	0
Ӣ9-4-B2	629.5 	633.9 	4.4 	20.86	217.19	24.28	17.49	2	0
Ӣ9-4-B2	636.5 	639.3 	2.8 	19.44	158.95	21.69	34.56	2	0
Ӣ9-4-B2	642.7 	647.8 	5.1 	21.46	246.07	47.32	18.33	6	2.55
Ӣ9-4-B2	650.1 	651.6 	1.5 	22.31	291.4	63.14	10.37	1	1.5
Ӣ9-4-B2	655.3 	656.7 	1.4 	19.06	146.02	12.4	32.02	2	0
Ӣ9-4-B2	659.6 	661.8 	2.2 	20.67	208.65	24.62	15.23	2	0
Ӣ9-4-B2	662.7 	665.7 	3.0 	23.56	370.89	2.95	14.22	2	0
Ӣ9-4-B2	666.9 	669.7 	2.8 	18.01	113.73	29.21	23.95	2	0
Ӣ9-4-B2	674.9 	676.9 	2.0 	14.62	45.48	17.83	41.71	2	0
Ӣ9-4-B2	678.5 	681.3 	2.8 	17.08	89.93	10.25	48.21	2	0
Ӣ9-4-B2	683.6 	685.4 	1.8 	0.1	0	0	65.57	2	0
Ӣ9-4-B2	688.3 	689.6 	1.3 	20.56	203.67	61.62	9.84	1	1.3
Ӣ9-4-B2	690.6 	693.1 	2.5 	19.42	158.52	48.59	34.56	11	1.25
Ӣ9-4-B2	696.1 	697.7 	1.6 	20.27	191.34	45.9	15.8	6	0.8
Ӣ9-4-B2	698.7 	700.4 	1.7 	22.54	305.25	43.43	14.66	6	0.85
Ӣ9-4-B2	701.5 	706.1 	4.6 	21.1	228.37	7.19	14.22	2	0
Ӣ9-4-B2	708.5 	714.6 	6.1 	22.59	308.27	24.13	12.34	2	0
Ӣ9-4-B2	717.7 	718.4 	0.7 	17.96	112.4	11.67	14.97	2	0
Ӣ9-4-B2	722.5 	723.6 	1.1 	19.82	173.39	17.46	37.59	2	0
Ӣ9-4-B2	734.5 	738.0 	3.5 	20.34	194.04	56.64	9.05	1	3.5
Ӣ9-4-B2	739.3 	742.0 	2.7 	22.21	285.79	45.81	12.66	6	1.35
Ӣ9-4-B2	744.7 	745.7 	1.0 	15.67	61.61	52.85	18.42	11	0.5
Ӣ9-4-B2	747.9 	752.4 	4.5 	18.26	120.69	32.94	9.04	10	2.25
Ӣ9-4-B2	754.4 	758.0 	3.6 	20.64	206.96	15.17	24.64	2	0
Ӣ9-4-B2	761.0 	762.8 	1.8 	14.11	38.87	58.27	27.76	5	0.9
Ӣ9-4-B2	767.2 	768.3 	1.1 	19.9	176.45	67.56	25.68	5	0.55
Ӣ9-4-B2	769.4 	771.7 	2.3 	18.2	119.02	64.64	8.64	5	1.15
Ӣ9-4-B2	775.6 	776.7 	1.1 	16	67.63	46.79	29.42	11	0.55
Ӣ9-4-B2	779.9 	782.0 	2.1 	0.1	0	0	92.38	5	1.05
Ӣ9-4-B2	784.2 	786.1 	1.9 	0.1	0	0	70.17	5	0.95
Ӣ9-4-B2	790.5 	793.5 	3.0 	22.61	309.59	59.97	23.67	5	1.5
Ӣ9-4-B2	794.2 	798.9 	4.7 	20.89	218.48	66.27	17.36	5	2.35
Ӣ9-4-B2	800.2 	802.0 	1.8 	17.69	105.04	27.02	24.53	2	0
Ӣ9-4-B2	803.4 	805.1 	1.7 	20.99	222.92	24.62	18.39	2	0
Ӣ9-4-B2	807.3 	808.5 	1.2 	19.22	151.23	54.25	54.16	5	0.6
Ӣ9-4-B2	809.8 	813.0 	3.2 	14.95	50.04	41.31	51.7	10	1.6
Ӣ9-4-B2	814.0 	815.0 	1.0 	13.79	35.1	58.49	24.72	1	1.0
Ӣ9-4-B2	817.1 	818.9 	1.8 	15.48	58.33	20.01	24.51	2	0
Ӣ9-4-B2	821.5 	822.8 	1.3 	15.07	51.86	46.63	19.28	6	0.65
Ӣ9-4-B2	826.6 	830.3 	3.7 	17.96	112.34	30.41	6.33	2	0
Ӣ9-4-B2	832.0 	833.4 	1.4 	12.93	26.41	32.4	29.11	4	0
Ӣ9-4-B2	843.7 	845.2 	1.5 	15.28	55.23	32.74	33.51	4	0
Ӣ9-4-B2	846.3 	847.8 	1.5 	15.6	60.35	58.11	16.65	1	1.5
Ӣ9-4-B2	857.6 	863.1 	5.5 	17.61	103.02	17.4	10.25	2	0
Ӣ9-4-B2	865.1 	866.3 	1.2 	18.33	122.72	42.66	22.69	11	0.6
Ӣ9-4-B2	875.0 	881.5 	6.5 	19.4	157.62	61.6	6.83	5	3.25
Ӣ9-4-B2	892.4 	895.3 	2.9 	23.23	348.25	44.04	24.89	6	1.45
Ӣ9-4-B2	897.0 	898.7 	1.7 	18.84	138.53	11.85	28.55	2	0
Ӣ9-4-B2	899.9 	901.1 	1.2 	22.47	300.84	14.81	23.09	2	0
Ӣ9-4-B2	937.9 	939.3 	1.4 	14.09	38.66	0	21.69	2	0
Ӣ9-4-B2	940.8 	943.9 	3.1 	14.42	42.7	9.12	17.42	2	0
Ӣ9-4-B2	947.6 	949.2 	1.6 	14.58	44.86	40.29	18.39	7	0
Ӣ9-4-B2	950.5 	952.0 	1.5 	14.71	46.61	45.16	24.39	7	0
Ӣ9-4-B2	954.6 	956.3 	1.7 	13.65	33.57	12.05	20.29	2	0
Ӣ9-4-B2	964.1 	965.3 	1.2 	14.58	44.9	55.89	15.08	1	1.2
Ӣ9-4-B2	966.8 	969.5 	2.7 	19.25	152.46	69.53	22.21	1	2.7
Ӣ9-4-B2	979.3 	982.3 	3.0 	16.99	88.04	60.25	26.15	1	3.0
Ӣ9-4-B2	984.2 	988.6 	4.4 	15.96	66.73	67.33	10.28	1	4.4
Ӣ9-4-B2	990.8 	991.9 	1.1 	13.26	29.56	14.31	28.5	4	0
Ӣ9-4-B2	992.5 	996.7 	4.2 	18.39	124.74	62.77	12.55	1	4.2
Ӣ9-4-B2	1006.9 	1008.9 	2.0 	20.09	183.71	68.22	11.89	1	2.0
Ӣ9-4-B2	1011.4 	1016.5 	5.1 	22.46	300.67	73.25	15.5	1	5.1
Ӣ9-4-B2	1022.6 	1025.3 	2.7 	22.44	299.44	65.68	27.87	1	2.7
Ӣ9-4-B2	1027.5 	1028.7 	1.2 	19.85	174.36	71.72	15.42	1	1.2
Ӣ9-4-B2	1035.2 	1039.1 	3.9 	20.59	205.03	67.39	13.18	1	3.9
Ӣ9-4-B2	1044.5 	1046.4 	1.9 	18.52	128.63	33.79	40.25	10	0.95
Ӣ9-4-B2	1048.1 	1049.0 	0.9 	17.72	105.9	48.12	52.57	11	0.45
Ӣ9-4-B2	1049.8 	1050.7 	0.9 	17.44	98.7	50.29	28.42	11	0.45
Ӣ9-4-B2	1055.9 	1060.0 	4.1 	21.71	258.44	66.52	27.37	1	4.1
Ӣ9-4-B2	1064.6 	1065.6 	1.0 	17.61	102.98	64.15	17.51	1	1.0
Ӣ9-4-B2	1067.3 	1069.5 	2.2 	17.76	106.95	37.47	26.82	4	0
Ӣ9-4-B2	1071.0 	1074.3 	3.3 	19.43	158.64	58.92	19.99	1	3.3
Ӣ9-4-B2	1078.3 	1079.1 	0.8 	15.17	53.38	58.17	19.9	1	0.8
Ӣ9-4-B2	1079.7 	1082.1 	2.4 	17.4	97.65	58.13	24.03	1	2.4
Ӣ9-4-B2	1087.8 	1091.2 	3.4 	21.07	226.56	61.44	9.83	1	3.4
Ӣ9-4-B2	1092.4 	1093.8 	1.4 	21.81	264.22	59.19	12.75	1	1.4
Ӣ9-4-B2	1094.7 	1096.9 	2.2 	20.31	193.14	39.95	11.29	10	1.1
Ӣ9-4-B2	1100.0 	1102.6 	2.6 	21.15	230.55	26.07	11.21	2	0
Ӣ9-4-B2	1106.0 	1108.2 	2.2 	15.39	56.89	8.97	17.06	2	0
Ӣ9-4-B2	1121.9 	1128.3 	6.4 	19	143.79	65.38	13.25	1	6.4
Ӣ9-4-B2	1129.2 	1131.6 	2.4 	15.29	55.36	63.28	13.72	1	2.4
Ӣ9-4-B2	1139.2 	1140.3 	1.1 	17.92	111.19	50.77	43.86	11	0.55
Ӣ9-4-B2	1140.8 	1142.9 	2.1 	19.41	158.13	61.73	9.42	1	2.1
Ӣ9-4-B2	1143.7 	1146.8 	3.1 	17.72	105.73	62.02	19.35	1	3.1
Ӣ9-4-B2	1149.1 	1151.3 	2.2 	18.99	143.66	64.37	12.16	1	2.2
Ӣ9-4-B2	1158.4 	1159.7 	1.3 	22.47	301.22	56.46	23.4	1	1.3
Ӣ9-4-B2	1160.3 	1162.1 	1.8 	20.39	196.47	39.36	24.32	10	0.9
Ӣ9-4-B2	1163.4 	1166.5 	3.1 	21.87	267.32	57.43	15.83	1	3.1
Ӣ9-4-B2	1171.4 	1173.2 	1.8 	20.32	193.23	6.78	39.06	4	0
Ӣ9-4-B2	1178.1 	1183.1 	5.0 	21.01	223.95	78.04	25.97	1	5.0
Ӣ9-4-B2	1185.4 	1186.7 	1.3 	0.1	0	0	99.9	11	0.65
Ӣ9-4-B2	1187.3 	1188.8 	1.5 	19.84	174.07	65.72	18.82	1	1.5
Ӣ9-4-B2	1190.5 	1191.8 	1.3 	18.84	138.51	60.56	14.09	1	1.3
Ӣ9-4-B2	1195.1 	1198.0 	2.9 	21.17	231.73	69.92	14.77	1	2.9
Ӣ9-4-B2	1199.0 	1201.7 	2.7 	20.09	183.77	64.4	29.76	1	2.7
Ӣ9-4-B2	1202.6 	1205.5 	2.9 	0.1	0	0	64.87	11	1.45
Ӣ9-4-B2	1206.2 	1211.3 	5.1 	20.59	204.82	35.66	18.45	2	0
Ӣ23-2	30.3 	31.9 	1.6 	0.1	0	0	51.26	4	0
Ӣ23-2	52.1 	58.1 	6.0 	32	465.56	0	13.36	4	0
Ӣ23-2	70.1 	72.3 	2.2 	23.74	125.14	0	36.64	4	0
Ӣ23-2	79.6 	82.2 	2.6 	28.45	277.67	0	24.43	4	0
Ӣ23-2	87.7 	92.2 	4.5 	30.03	352.33	0	11.58	4	0
Ӣ23-2	95.8 	99.0 	3.2 	30.88	398.04	0	21.88	4	0
Ӣ23-2	121.9 	131.8 	9.9 	28.45	277.65	0	13.76	4	0
Ӣ23-2	139.9 	142.0 	2.1 	28.96	300.16	0	26.10	4	0
Ӣ23-2	142.8 	145.0 	2.2 	28.29	270.89	0	15.22	4	0
Ӣ23-2	155.0 	159.5 	4.5 	31.24	419.01	0	13.61	4	0
Ӣ23-2	173.9 	176.8 	2.9 	29.82	341.14	0	16.41	4	0
Ӣ23-2	185.9 	196.9 	11.0 	32.73	514.31	0	13.55	4	0
Ӣ23-2	208.5 	210.9 	2.4 	25.24	163.96	0	34.67	4	0
Ӣ23-2	221.6 	223.0 	1.4 	25.27	164.9	0	25.80	4	0
Ӣ23-2	225.9 	228.2 	2.3 	24.88	153.8	0	12.73	2	0
Ӣ23-2	230.0 	232.2 	2.2 	22.49	98.62	0	19.51	2	0
Ӣ23-2	233.7 	240.1 	6.4 	24.48	143.17	0	13.70	2	0
Ӣ23-2	246.3 	251.1 	4.8 	24.4	141.29	0	16.87	2	0
Ӣ23-2	255.9 	257.3 	1.4 	23.48	119.35	0	18.80	2	0
Ӣ23-2	258.0 	266.5 	8.5 	24.66	147.97	0	14.40	2	0
Ӣ23-2	270.6 	274.3 	3.7 	22.91	107.1	0	30.79	2	0
Ӣ23-2	281.2 	284.0 	2.8 	21.96	88.77	0	16.74	2	0
Ӣ23-2	296.6 	301.0 	4.4 	23.17	112.56	0	13.05	2	0
Ӣ23-2	307.9 	310.2 	2.3 	23.27	114.57	0	22.24	2	0
Ӣ23-2	311.3 	313.1 	1.8 	25.59	174.25	0	20.00	2	0
Ӣ23-2	317.4 	320.5 	3.1 	0.1	0	0	42.17	2	0
Ӣ23-2	324.9 	327.6 	2.7 	23.84	127.56	0	13.02	2	0
Ӣ23-2	329.1 	334.9 	5.8 	25.46	170.24	0	12.45	2	0
Ӣ23-2	339.9 	341.8 	1.9 	18.8	44.88	0	27.30	2	0
Ӣ23-2	348.2 	350.1 	1.9 	22.56	100.12	0	22.04	2	0
Ӣ23-2	358.6 	360.5 	1.9 	21.19	75.9	0	16.20	2	0
Ӣ23-2	364.3 	367.4 	3.1 	20.89	71.32	0	16.32	2	0
Ӣ23-2	372.3 	376.6 	4.3 	22.12	91.81	0	16.63	2	0
Ӣ23-2	386.3 	388.2 	1.9 	20.89	71.28	0	17.46	2	0
Ӣ23-2	392.7 	400.4 	7.7 	21.35	78.45	0	16.05	2	0
Ӣ23-2	412.3 	417.0 	4.7 	22.75	103.81	0	9.23	2	0
Ӣ23-2	419.2 	424.4 	5.2 	20.81	70.07	0	13.32	2	0
Ӣ23-2	431.1 	433.4 	2.3 	22.73	103.31	0	19.30	2	0
Ӣ23-2	439.3 	440.7 	1.4 	19.06	47.6	0	12.15	2	0
Ӣ23-2	447.1 	453.9 	6.8 	20.24	62.04	0	16.12	2	0
Ӣ23-2	465.3 	471.7 	6.4 	20.6	67	0	11.99	2	0
Ӣ23-2	515.9 	517.4 	1.5 	17.63	33.84	0	31.72	2	0
Ӣ23-2	526.9 	529.8 	2.9 	22.43	97.52	0	18.52	2	0
Ӣ23-2	536.0 	538.0 	2.0 	20.06	59.64	0	22.32	2	0
Ӣ23-2	549.4 	551.1 	1.7 	21.55	81.73	0	11.48	2	0
Ӣ23-2	551.9 	556.6 	4.7 	25.4	168.45	0	14.23	2	0
Ӣ23-2	563.1 	565.7 	2.6 	21.78	85.73	0	20.65	2	0
Ӣ23-2	570.9 	574.5 	3.6 	24.64	147.54	0	14.53	2	0
Ӣ23-2	575.8 	577.8 	2.0 	21.43	79.71	0	18.90	2	0
Ӣ23-2	583.3 	591.2 	7.9 	23.68	123.87	0	5.75	2	0
Ӣ23-2	594.8 	597.5 	2.7 	21.96	88.81	0	27.36	2	0
Ӣ23-2	602.5 	606.8 	4.3 	23.21	113.39	0	17.17	2	0
Ӣ23-2	607.6 	609.7 	2.1 	20.72	68.77	0	15.42	2	0
Ӣ23-2	617.0 	620.3 	3.3 	24.14	134.81	0	15.24	2	0
Ӣ23-2	625.5 	628.3 	2.8 	22.17	92.55	0	4.33	2	0
Ӣ23-2	630.9 	633.7 	2.8 	23.03	109.43	0	7.75	2	0
Ӣ23-2	634.5 	638.0 	3.5 	22.84	105.55	0	14.39	2	0
Ӣ23-2	647.2 	650.8 	3.6 	21.33	78.09	0	15.54	2	0
Ӣ23-2	653.4 	655.3 	1.9 	21.21	76.23	0	19.60	2	0
Ӣ23-2	656.1 	658.1 	2.0 	20.28	62.6	0	8.36	2	0
Ӣ23-2	665.6 	667.3 	1.7 	17.56	33.22	0	17.83	2	0
Ӣ23-2	688.5 	690.6 	2.1 	21.25	76.84	0	14.39	2	0
Ӣ23-2	691.3 	693.0 	1.7 	23.06	110.25	0	7.54	2	0
Ӣ23-2	694.8 	696.5 	1.7 	21.41	79.47	0	23.16	2	0
Ӣ23-2	698.1 	704.6 	6.5 	21.15	75.36	0	21.60	2	0
Ӣ23-2	705.1 	706.3 	1.2 	0.1	0	0	47.10	2	0
Ӣ23-2	707.1 	708.9 	1.8 	22.08	91.06	0	15.53	2	0
Ӣ23-2	709.7 	711.1 	1.4 	18.52	41.94	0	29.64	2	0
Ӣ23-2	721.0 	723.7 	2.7 	17.75	34.87	0	27.68	2	0
Ӣ23-2	725.3 	726.7 	1.4 	19.76	55.83	0	13.75	2	0
Ӣ23-2	727.3 	732.2 	4.9 	22.99	108.78	0	13.15	2	0
Ӣ23-2	733.3 	734.8 	1.5 	17.47	32.46	0	21.85	2	0
Ӣ23-2	749.0 	751.0 	2.0 	21.07	74.03	0	18.90	2	0
Ӣ23-2	752.9 	758.6 	5.7 	19.57	53.49	0	14.66	2	0
Ӣ23-2	765.1 	768.9 	3.8 	20.97	72.47	0	7.67	2	0
Ӣ23-2	770.4 	773.7 	3.3 	18.68	43.58	0	31.87	2	0
Ӣ23-2	775.0 	776.6 	1.6 	17.82	35.46	0	37.68	2	0
Ӣ23-2	784.9 	788.2 	3.3 	21.41	79.5	0	13.47	2	0
Ӣ23-2	789.9 	794.2 	4.3 	21.6	82.56	0	11.56	2	0
Ӣ23-2	796.6 	798.8 	2.2 	20.11	60.33	0	14.91	2	0
Ӣ23-2	801.8 	805.8 	4.0 	21.79	85.83	0	8.30	2	0
Ӣ23-2	818.4 	825.3 	6.9 	25.64	175.73	0	20.88	2	0
Ӣ23-2	831.4 	834.2 	2.8 	23.15	112.09	0	13.65	2	0
Ӣ23-2	838.5 	842.4 	3.9 	22.11	91.6	0	9.10	2	0
Ӣ23-2	849.7 	852.8 	3.1 	21.8	85.98	0	8.17	2	0
Ӣ23-2	855.2 	858.9 	3.7 	19.01	47.12	0	16.29	2	0
Ӣ23-2	862.1 	863.8 	1.7 	20.5	65.67	0	38.48	2	0
Ӣ23-2	864.7 	866.4 	1.7 	19.7	55.13	0	22.84	2	0
Ӣ23-2	880.2 	884.5 	4.3 	0.1	0	0	45.12	2	0
Ӣ32-2-C	506.3 	508.0 	1.7 	24.7	202.97	17.05	10.9	2	0
Ӣ32-2-C	516.4 	518.0 	1.6 	22.43	132.82	14.28	20.56	2	0
Ӣ32-2-C	525.0 	526.6 	1.6 	22.73	140.59	20.93	22.72	2	0
Ӣ32-2-C	530.2 	534.9 	4.7 	27.66	333.63	35.98	7.93	2	0
Ӣ32-2-C	538.0 	539.2 	1.2 	22.39	131.69	28.47	48.16	2	0
Ӣ32-2-C	540.9 	547.1 	6.2 	22.05	123.11	15.63	9.11	2	0
Ӣ32-2-C	549.1 	554.9 	5.8 	26.2	262.71	20.25	3.98	2	0
Ӣ32-2-C	557.0 	559.0 	2.0 	27.39	319.83	22.51	8.6	2	0
Ӣ32-2-C	561.3 	562.8 	1.5 	21.67	113.94	31.32	18.61	2	0
Ӣ32-2-C	565.4 	574.4 	9.0 	26.9	295.02	26.56	3.46	2	0
Ӣ32-2-C	577.3 	581.8 	4.5 	28.91	405.48	26.5	8.8	2	0
Ӣ32-2-C	583.6 	585.2 	1.6 	25.03	215.04	31.21	32.83	2	0
Ӣ32-2-C	586.5 	587.5 	1.0 	26.71	286.38	33.6	32.47	2	0
Ӣ32-2-C	588.7 	591.4 	2.7 	24.96	212.26	20.52	28.26	2	0
Ӣ32-2-C	594.0 	595.2 	1.2 	22.51	134.82	27.89	31.19	2	0
Ӣ32-2-C	600.1 	605.2 	5.1 	27.82	342.13	20.09	8.38	2	0
Ӣ32-2-C	606.3 	608.6 	2.3 	24.8	206.54	19.32	23.31	2	0
Ӣ32-2-C	615.5 	619.0 	3.5 	24.08	181.26	22.62	4.52	2	0
Ӣ32-2-C	620.5 	622.8 	2.3 	21.27	105.14	6.46	23.44	2	0
Ӣ32-2-C	624.9 	627.6 	2.7 	24.9	210.12	39.53	4.87	2	0
Ӣ32-2-C	630.4 	632.5 	2.1 	22.71	140.08	19.79	23.59	2	0
Ӣ32-2-C	635.1 	636.8 	1.7 	23	148.15	21.77	8.83	2	0
Ӣ32-2-C	640.7 	641.6 	0.9 	17.63	46.05	21.64	14.33	2	0
Ӣ32-2-C	644.3 	647.1 	2.8 	21.16	102.74	20.06	6.77	2	0
Ӣ32-2-C	652.5 	655.0 	2.5 	25.3	225.59	21.46	8.8	2	0
Ӣ32-2-C	658.7 	662.4 	3.7 	26.83	292.06	27.94	5.35	2	0
Ӣ32-2-C	664.0 	665.9 	1.9 	25.49	232.99	23.63	29.69	2	0
Ӣ32-2-C	668.2 	671.6 	3.4 	25.15	219.63	23.01	24.71	2	0
Ӣ32-2-C	672.3 	674.9 	2.6 	25	214.08	31.19	26.09	2	0
Ӣ32-2-C	681.4 	682.6 	1.2 	21.09	101.24	32.97	29.93	2	0
Ӣ32-2-C	684.4 	688.1 	3.7 	20.04	80.77	33.27	20.81	2	0
Ӣ32-2-C	690.6 	694.8 	4.2 	23.49	162.5	27.01	13.34	2	0
Ӣ32-2-C	702.7 	704.6 	1.9 	21.31	105.89	7.18	30.25	2	0
Ӣ32-2-C	706.0 	708.5 	2.5 	25.43	230.52	28.35	11.87	2	0
Ӣ32-2-C	711.4 	714.4 	3.0 	22.85	144.1	12.88	24.06	2	0
Ӣ32-2-C	726.7 	727.8 	1.1 	22.95	146.83	12.35	18.12	2	0
Ӣ32-2-C	728.4 	730.2 	1.8 	22.53	135.31	59.01	10.9	1	1.8
Ӣ32-2-C	732.7 	735.6 	2.9 	24.7	203	35.09	13.53	10	1.45
Ӣ32-2-C	739.7 	742.6 	2.9 	27.35	317.61	34.47	2.66	2	0
Ӣ32-2-C	744.4 	745.6 	1.2 	22.47	133.86	42.33	26.59	10	0.6
Ӣ32-2-C	747.2 	750.4 	3.2 	21.07	100.81	41.8	7.89	6	1.6
Ӣ32-2-C	753.5 	755.1 	1.6 	19.22	67.23	33.46	27.3	2	0
Ӣ32-2-C	765.0 	767.0 	2.0 	23.87	174.47	71.01	8.84	1	2.0
Ӣ32-2-C	767.4 	769.6 	2.2 	23.51	163.26	65.68	7.17	1	2.2
Ӣ32-2-C	772.6 	774.0 	1.4 	21.62	112.96	33.16	24.36	2	0
Ӣ32-2-C	778.1 	781.8 	3.7 	21.41	108.12	28.48	9.87	2	0
Ӣ32-2-C	782.5 	783.6 	1.1 	24.99	213.43	26.81	23.22	2	0
Ӣ32-2-C	785.4 	786.5 	1.1 	19.89	78.29	33.59	18.63	2	0
Ӣ32-2-C	787.6 	793.8 	6.2 	22.72	140.47	33.47	5.38	2	0
Ӣ32-2-C	794.5 	795.8 	1.3 	25.09	217.16	32.55	19.79	2	0
Ӣ32-2-C	798.0 	800.5 	2.5 	18.64	58.84	39.24	24.01	2	0
Ӣ32-2-C	803.5 	806.2 	2.7 	24.63	200.47	23.19	23.93	2	0
Ӣ32-2-C	807.5 	809.5 	2.0 	25.35	227.41	34.46	5.09	2	0
Ӣ32-2-C	820.6 	821.9 	1.3 	21.18	103.09	24.18	20.91	2	0
Ӣ32-2-C	823.5 	827.8 	4.3 	21.44	108.86	15.56	23.17	2	0
Ӣ32-2-C	830.4 	832.7 	2.3 	21.51	110.37	28.74	4.59	2	0
Ӣ32-2-C	847.7 	848.8 	1.1 	20.48	88.96	52.3	42.6	11	0.55
Ӣ32-2-C	850.6 	852.0 	1.4 	0.1	0	0	86.59	1	1.4
Ӣ32-2-C	859.3 	860.5 	1.2 	19.38	69.72	34.8	29.63	4	0
Ӣ32-2-C	861.9 	865.1 	3.2 	25.62	238.28	67.23	4.72	5	1.6
Ӣ32-2-C	866.8 	868.1 	1.3 	24.64	200.52	56.37	14.3	1	1.3
Ӣ32-2-C	869.3 	871.5 	2.2 	27.88	345.66	65.68	7.25	1	2.2
Ӣ32-2-C	876.0 	877.6 	1.6 	23.7	169.2	58.55	4.19	1	1.6
Ӣ32-2-C	878.5 	879.5 	1.0 	22.02	122.43	68.42	18.41	1	1.0
Ӣ32-2-C	881.5 	882.6 	1.1 	22.56	136.14	53.62	36.13	11	0.55
Ӣ32-2-C	883.7 	885.2 	1.5 	24.86	208.6	55.05	7.98	1	1.5
Ӣ32-2-C	891.8 	897.1 	5.3 	26.97	298.45	69.25	6.31	1	5.3
Ӣ32-2-C	900.8 	907.1 	6.3 	22.48	134.02	35.97	6.36	2	0
Ӣ32-2-C	910.9 	914.5 	3.6 	25.94	251.56	24.03	3.18	2	0
Ӣ32-2-C	915.5 	917.0 	1.5 	21.93	120.28	27.13	9.25	2	0
Ӣ32-2-C	920.4 	922.4 	2.0 	24.37	191.24	29.4	5.85	2	0
Ӣ32-2-C	923.3 	926.6 	3.3 	24.05	180.54	21.73	3.21	2	0
Ӣ32-2-C	927.2 	928.8 	1.6 	22.45	133.27	26.06	5.79	2	0
Ӣ32-2-C	936.4 	937.9 	1.5 	19.78	76.28	22.61	37.64	2	0
Ӣ32-2-C	939.6 	940.8 	1.2 	21.24	104.37	28.02	36.05	2	0
Ӣ32-2-C	941.7 	942.7 	1.0 	21.56	111.58	31.51	27.72	2	0
Ӣ32-2-C	944.2 	945.8 	1.6 	24.86	208.86	17.87	11.06	2	0
Ӣ32-2-C	949.2 	950.4 	1.2 	20.92	97.66	32.24	24.37	10	0.6
Ӣ32-2-C	951.4 	953.4 	2.0 	24.88	209.41	52.35	5.56	6	1.0
Ӣ32-2-C	955.3 	956.6 	1.3 	22.93	146.31	48.65	1.99	6	0.65
Ӣ32-2-C	957.5 	959.5 	2.0 	24.52	196.31	40.52	2.96	2	0
Ӣ32-2-C	966.0 	967.5 	1.5 	24.71	203.1	34.13	8.96	2	0
Ӣ32-2-C	972.3 	975.6 	3.3 	25.79	245.5	24.24	5.29	2	0
Ӣ32-2-C	977.7 	978.8 	1.1 	22.29	129.14	30.25	34.15	4	0
Ӣ32-2-C	980.2 	981.9 	1.7 	22.46	133.62	49.51	32.66	11	0.85
Ӣ32-2-C	995.5 	998.9 	3.4 	22.61	137.46	65.66	8.6	5	1.7
Ӣ32-2-C	999.6 	1002.9 	3.3 	20.03	80.64	54.38	16.21	5	1.65
