井号	深度	方位角	井斜角
方4-斜3	1330.2	33.127	0.623
方4-斜3	1330.25	33.2	0.624
方4-斜3	1330.3	33.273	0.625
方4-斜3	1330.35	33.327	0.625
方4-斜3	1330.4	33.391	0.626
方4-斜3	1330.45	33.455	0.626
方4-斜3	1330.5	33.509	0.627
方4-斜3	1330.55	33.564	0.628
方4-斜3	1330.6	33.618	0.628
方4-斜3	1330.65	33.673	0.629
方4-斜3	1330.7	33.736	0.629
方4-斜3	1330.75	33.8	0.63
方4-斜3	1330.8	33.845	0.63
方4-斜3	1330.85	33.9	0.631
方4-斜3	1330.9	33.955	0.632
方4-斜3	1330.95	34.009	0.632
方4-斜3	1331	34.064	0.633
方4-斜3	1331.05	34.118	0.633
方4-斜3	1331.1	34.173	0.634
方4-斜3	1331.15	34.218	0.634
方4-斜3	1331.2	34.264	0.635
方4-斜3	1331.25	34.3	0.635
方4-斜3	1331.3	34.336	0.636
方4-斜3	1331.35	34.373	0.637
方4-斜3	1331.4	34.409	0.637
方4-斜3	1331.45	34.445	0.638
方4-斜3	1331.5	34.473	0.638
方4-斜3	1331.55	34.5	0.639
方4-斜3	1331.6	34.527	0.639
方4-斜3	1331.65	34.555	0.64
方4-斜3	1331.7	34.582	0.641
方4-斜3	1331.75	34.609	0.641
方4-斜3	1331.8	34.627	0.642
方4-斜3	1331.85	34.645	0.642
方4-斜3	1331.9	34.664	0.643
方4-斜3	1331.95	34.673	0.644
方4-斜3	1332	34.682	0.644
方4-斜3	1332.05	34.7	0.645
方4-斜3	1332.1	34.718	0.645
方4-斜3	1332.15	34.727	0.646
方4-斜3	1332.2	34.736	0.647
方4-斜3	1332.25	34.745	0.647
方4-斜3	1332.3	34.764	0.648
方4-斜3	1332.35	34.782	0.648
方4-斜3	1332.4	34.8	0.649
方4-斜3	1332.45	34.818	0.65
方4-斜3	1332.5	34.855	0.65
方4-斜3	1332.55	34.891	0.651
方4-斜3	1332.6	34.918	0.652
方4-斜3	1332.65	34.945	0.652
方4-斜3	1332.7	34.973	0.653
方4-斜3	1332.75	35.009	0.654
方4-斜3	1332.8	35.045	0.654
方4-斜3	1332.85	35.082	0.655
方4-斜3	1332.9	35.118	0.656
方4-斜3	1332.95	35.164	0.657
方4-斜3	1333	35.209	0.657
方4-斜3	1333.05	35.236	0.658
方4-斜3	1333.1	35.273	0.659
方4-斜3	1333.15	35.309	0.659
方4-斜3	1333.2	35.345	0.66
方4-斜3	1333.25	35.382	0.661
方4-斜3	1333.3	35.418	0.662
方4-斜3	1333.35	35.455	0.662
方4-斜3	1333.4	35.491	0.663
方4-斜3	1333.45	35.527	0.664
方4-斜3	1333.5	35.555	0.665
方4-斜3	1333.55	35.591	0.665
方4-斜3	1333.6	35.627	0.666
方4-斜3	1333.65	35.664	0.667
方4-斜3	1333.7	35.7	0.668
方4-斜3	1333.75	35.745	0.668
方4-斜3	1333.8	35.791	0.669
方4-斜3	1333.85	35.836	0.67
方4-斜3	1333.9	35.882	0.671
方4-斜3	1333.95	35.918	0.671
方4-斜3	1334	35.973	0.672
方4-斜3	1334.05	36.027	0.673
方4-斜3	1334.1	36.082	0.674
方4-斜3	1334.15	36.136	0.674
方4-斜3	1334.2	36.191	0.675
方4-斜3	1334.25	36.245	0.676
方4-斜3	1334.3	36.309	0.676
方4-斜3	1334.35	36.373	0.677
方4-斜3	1334.4	36.427	0.678
方4-斜3	1334.45	36.482	0.678
方4-斜3	1334.5	36.536	0.679
方4-斜3	1334.55	36.582	0.68
方4-斜3	1334.6	36.627	0.68
方4-斜3	1334.65	36.673	0.681
方4-斜3	1334.7	36.718	0.682
方4-斜3	1334.75	36.755	0.682
方4-斜3	1334.8	36.791	0.683
方4-斜3	1334.85	36.809	0.683
方4-斜3	1334.9	36.827	0.684
方4-斜3	1334.95	36.845	0.684
方4-斜3	1335	36.873	0.685
方4-斜3	1335.05	36.9	0.685
方4-斜3	1335.1	36.918	0.686
方4-斜3	1335.15	36.936	0.686
方4-斜3	1335.2	36.936	0.687
方4-斜3	1335.25	36.936	0.687
方4-斜3	1335.3	36.936	0.687
方4-斜3	1335.35	36.936	0.688
方4-斜3	1335.4	36.936	0.688
方4-斜3	1335.45	36.936	0.688
方4-斜3	1335.5	36.936	0.689
方4-斜3	1335.55	36.918	0.689
方4-斜3	1335.6	36.9	0.689
方4-斜3	1335.65	36.882	0.689
方4-斜3	1335.7	36.864	0.69
方4-斜3	1335.75	36.855	0.69
方4-斜3	1335.8	36.836	0.69
方4-斜3	1335.85	36.818	0.69
方4-斜3	1335.9	36.791	0.69
方4-斜3	1335.95	36.764	0.69
方4-斜3	1336	36.727	0.69
方4-斜3	1336.05	36.691	0.69
方4-斜3	1336.1	36.645	0.69
方4-斜3	1336.15	36.6	0.69
方4-斜3	1336.2	36.555	0.69
方4-斜3	1336.25	36.5	0.69
方4-斜3	1336.3	36.445	0.69
方4-斜3	1336.35	36.391	0.69
方4-斜3	1336.4	36.336	0.69
方4-斜3	1336.45	36.291	0.69
方4-斜3	1336.5	36.245	0.69
方4-斜3	1336.55	36.2	0.69
方4-斜3	1336.6	36.155	0.689
方4-斜3	1336.65	36.127	0.689
方4-斜3	1336.7	36.1	0.689
方4-斜3	1336.75	36.073	0.689
方4-斜3	1336.8	36.055	0.689
方4-斜3	1336.85	36.036	0.688
方4-斜3	1336.9	36.027	0.688
方4-斜3	1336.95	36.018	0.688
方4-斜3	1337	36.009	0.688
方4-斜3	1337.05	36	0.687
方4-斜3	1337.1	36	0.687
方4-斜3	1337.15	36	0.687
方4-斜3	1337.2	36	0.686
方4-斜3	1337.25	36	0.686
方4-斜3	1337.3	36	0.685
方4-斜3	1337.35	36	0.685
方4-斜3	1337.4	36.009	0.685
方4-斜3	1337.45	36.018	0.684
方4-斜3	1337.5	36.027	0.684
方4-斜3	1337.55	36.036	0.684
方4-斜3	1337.6	36.045	0.683
方4-斜3	1337.65	36.064	0.683
方4-斜3	1337.7	36.082	0.683
方4-斜3	1337.75	36.1	0.682
方4-斜3	1337.8	36.118	0.682
方4-斜3	1337.85	36.145	0.681
方4-斜3	1337.9	36.173	0.681
方4-斜3	1337.95	36.191	0.681
方4-斜3	1338	36.209	0.68
方4-斜3	1338.05	36.227	0.68
方4-斜3	1338.1	36.245	0.68
方4-斜3	1338.15	36.264	0.68
方4-斜3	1338.2	36.273	0.679
方4-斜3	1338.25	36.282	0.679
方4-斜3	1338.3	36.3	0.679
方4-斜3	1338.35	36.318	0.678
方4-斜3	1338.4	36.327	0.678
方4-斜3	1338.45	36.336	0.678
方4-斜3	1338.5	36.345	0.678
方4-斜3	1338.55	36.355	0.677
方4-斜3	1338.6	36.364	0.677
方4-斜3	1338.65	36.373	0.677
方4-斜3	1338.7	36.382	0.677
方4-斜3	1338.75	36.391	0.677
方4-斜3	1338.8	36.4	0.676
方4-斜3	1338.85	36.4	0.676
方4-斜3	1338.9	36.4	0.676
方4-斜3	1338.95	36.4	0.676
方4-斜3	1339	36.4	0.676
方4-斜3	1339.05	36.4	0.676
方4-斜3	1339.1	36.4	0.676
方4-斜3	1339.15	36.4	0.675
方4-斜3	1339.2	36.409	0.675
方4-斜3	1339.25	36.418	0.675
方4-斜3	1339.3	36.427	0.675
方4-斜3	1339.35	36.436	0.675
方4-斜3	1339.4	36.445	0.675
方4-斜3	1339.45	36.464	0.675
方4-斜3	1339.5	36.482	0.675
方4-斜3	1339.55	36.5	0.675
方4-斜3	1339.6	36.518	0.675
方4-斜3	1339.65	36.555	0.675
方4-斜3	1339.7	36.591	0.675
方4-斜3	1339.75	36.618	0.675
方4-斜3	1339.8	36.645	0.675
方4-斜3	1339.85	36.673	0.675
方4-斜3	1339.9	36.709	0.675
方4-斜3	1339.95	36.745	0.675
方4-斜3	1340	36.773	0.675
方4-斜3	1340.05	36.8	0.675
方4-斜3	1340.1	36.827	0.675
方4-斜3	1340.15	36.855	0.675
方4-斜3	1340.2	36.864	0.675
方4-斜3	1340.25	36.882	0.675
方4-斜3	1340.3	36.9	0.675
方4-斜3	1340.35	36.918	0.675
方4-斜3	1340.4	36.936	0.675
方4-斜3	1340.45	36.945	0.675
方4-斜3	1340.5	36.955	0.675
方4-斜3	1340.55	36.955	0.675
方4-斜3	1340.6	36.955	0.675
方4-斜3	1340.65	36.955	0.675
方4-斜3	1340.7	36.955	0.675
方4-斜3	1340.75	36.955	0.675
方4-斜3	1340.8	36.936	0.675
方4-斜3	1340.85	36.918	0.675
方4-斜3	1340.9	36.9	0.675
方4-斜3	1340.95	36.882	0.675
方4-斜3	1341	36.864	0.675
方4-斜3	1341.05	36.836	0.675
方4-斜3	1341.1	36.818	0.675
方4-斜3	1341.15	36.791	0.674
方4-斜3	1341.2	36.764	0.674
方4-斜3	1341.25	36.727	0.674
方4-斜3	1341.3	36.691	0.674
方4-斜3	1341.35	36.655	0.674
方4-斜3	1341.4	36.618	0.674
方4-斜3	1341.45	36.582	0.674
方4-斜3	1341.5	36.527	0.673
方4-斜3	1341.55	36.473	0.673
方4-斜3	1341.6	36.409	0.673
方4-斜3	1341.65	36.345	0.673
方4-斜3	1341.7	36.282	0.672
方4-斜3	1341.75	36.218	0.672
方4-斜3	1341.8	36.155	0.672
方4-斜3	1341.85	36.091	0.672
方4-斜3	1341.9	36.036	0.671
方4-斜3	1341.95	35.973	0.671
方4-斜3	1342	35.909	0.671
方4-斜3	1342.05	35.864	0.671
方4-斜3	1342.1	35.818	0.67
方4-斜3	1342.15	35.782	0.67
方4-斜3	1342.2	35.745	0.67
方4-斜3	1342.25	35.718	0.669
方4-斜3	1342.3	35.691	0.669
方4-斜3	1342.35	35.673	0.669
方4-斜3	1342.4	35.645	0.668
方4-斜3	1342.45	35.618	0.668
方4-斜3	1342.5	35.6	0.667
方4-斜3	1342.55	35.582	0.667
方4-斜3	1342.6	35.564	0.667
方4-斜3	1342.65	35.545	0.666
方4-斜3	1342.7	35.536	0.666
方4-斜3	1342.75	35.527	0.666
方4-斜3	1342.8	35.518	0.665
方4-斜3	1342.85	35.509	0.665
方4-斜3	1342.9	35.5	0.665
方4-斜3	1342.95	35.5	0.664
方4-斜3	1343	35.5	0.664
方4-斜3	1343.05	35.5	0.664
方4-斜3	1343.1	35.5	0.663
方4-斜3	1343.15	35.509	0.663
方4-斜3	1343.2	35.518	0.663
方4-斜3	1343.25	35.527	0.662
方4-斜3	1343.3	35.536	0.662
方4-斜3	1343.35	35.545	0.662
方4-斜3	1343.4	35.545	0.661
方4-斜3	1343.45	35.545	0.661
方4-斜3	1343.5	35.545	0.661
方4-斜3	1343.55	35.545	0.661
方4-斜3	1343.6	35.536	0.661
方4-斜3	1343.65	35.527	0.66
方4-斜3	1343.7	35.509	0.66
方4-斜3	1343.75	35.491	0.66
方4-斜3	1343.8	35.473	0.66
方4-斜3	1343.85	35.445	0.66
方4-斜3	1343.9	35.418	0.66
方4-斜3	1343.95	35.391	0.66
方4-斜3	1344	35.364	0.659
方4-斜3	1344.05	35.336	0.659
方4-斜3	1344.1	35.309	0.659
方4-斜3	1344.15	35.291	0.659
方4-斜3	1344.2	35.273	0.659
方4-斜3	1344.25	35.255	0.659
方4-斜3	1344.3	35.236	0.66
方4-斜3	1344.35	35.218	0.66
方4-斜3	1344.4	35.209	0.66
方4-斜3	1344.45	35.2	0.66
方4-斜3	1344.5	35.2	0.66
方4-斜3	1344.55	35.2	0.66
方4-斜3	1344.6	35.2	0.66
方4-斜3	1344.65	35.2	0.661
方4-斜3	1344.7	35.2	0.661
方4-斜3	1344.75	35.2	0.661
方4-斜3	1344.8	35.2	0.661
方4-斜3	1344.85	35.2	0.662
方4-斜3	1344.9	35.2	0.662
方4-斜3	1344.95	35.209	0.663
方4-斜3	1345	35.218	0.663
方4-斜3	1345.05	35.227	0.663
方4-斜3	1345.1	35.255	0.664
方4-斜3	1345.15	35.282	0.664
方4-斜3	1345.2	35.327	0.665
方4-斜3	1345.25	35.373	0.665
方4-斜3	1345.3	35.436	0.666
方4-斜3	1345.35	35.5	0.666
方4-斜3	1345.4	35.582	0.667
方4-斜3	1345.45	35.664	0.668
方4-斜3	1345.5	35.736	0.668
方4-斜3	1345.55	35.827	0.669
方4-斜3	1345.6	35.918	0.67
方4-斜3	1345.65	36.009	0.67
方4-斜3	1345.7	36.1	0.671
方4-斜3	1345.75	36.191	0.672
方4-斜3	1345.8	36.282	0.673
方4-斜3	1345.85	36.373	0.673
方4-斜3	1345.9	36.464	0.674
方4-斜3	1345.95	36.536	0.675
方4-斜3	1346	36.627	0.676
方4-斜3	1346.05	36.718	0.677
方4-斜3	1346.1	36.8	0.678
方4-斜3	1346.15	36.882	0.679
方4-斜3	1346.2	36.964	0.68
方4-斜3	1346.25	37.045	0.681
方4-斜3	1346.3	37.127	0.682
方4-斜3	1346.35	37.209	0.683
方4-斜3	1346.4	37.273	0.684
方4-斜3	1346.45	37.355	0.685
方4-斜3	1346.5	37.436	0.686
方4-斜3	1346.55	37.509	0.687
方4-斜3	1346.6	37.582	0.688
方4-斜3	1346.65	37.664	0.689
方4-斜3	1346.7	37.745	0.69
方4-斜3	1346.75	37.818	0.691
方4-斜3	1346.8	37.891	0.693
方4-斜3	1346.85	37.945	0.694
方4-斜3	1346.9	38.018	0.695
方4-斜3	1346.95	38.091	0.696
方4-斜3	1347	38.155	0.697
方4-斜3	1347.05	38.218	0.699
方4-斜3	1347.1	38.282	0.7
方4-斜3	1347.15	38.345	0.701
方4-斜3	1347.2	38.4	0.702
方4-斜3	1347.25	38.455	0.704
方4-斜3	1347.3	38.5	0.705
方4-斜3	1347.35	38.555	0.706
方4-斜3	1347.4	38.609	0.708
方4-斜3	1347.45	38.645	0.709
方4-斜3	1347.5	38.682	0.71
方4-斜3	1347.55	38.718	0.712
方4-斜3	1347.6	38.755	0.713
方4-斜3	1347.65	38.791	0.714
方4-斜3	1347.7	38.827	0.716
方4-斜3	1347.75	38.855	0.717
方4-斜3	1347.8	38.882	0.719
方4-斜3	1347.85	38.909	0.72
方4-斜3	1347.9	38.927	0.722
方4-斜3	1347.95	38.945	0.723
方4-斜3	1348	38.973	0.725
方4-斜3	1348.05	39	0.726
方4-斜3	1348.1	39.018	0.728
方4-斜3	1348.15	39.036	0.729
方4-斜3	1348.2	39.045	0.731
方4-斜3	1348.25	39.055	0.732
方4-斜3	1348.3	39.064	0.734
方4-斜3	1348.35	39.073	0.735
方4-斜3	1348.4	39.082	0.737
方4-斜3	1348.45	39.091	0.738
方4-斜3	1348.5	39.1	0.74
方4-斜3	1348.55	39.1	0.742
方4-斜3	1348.6	39.1	0.743
方4-斜3	1348.65	39.1	0.745
方4-斜3	1348.7	39.1	0.746
方4-斜3	1348.75	39.1	0.748
方4-斜3	1348.8	39.1	0.75
方4-斜3	1348.85	39.1	0.751
方4-斜3	1348.9	39.091	0.753
方4-斜3	1348.95	39.082	0.755
方4-斜3	1349	39.073	0.757
方4-斜3	1349.05	39.064	0.758
方4-斜3	1349.1	39.055	0.76
方4-斜3	1349.15	39.045	0.762
方4-斜3	1349.2	39.036	0.764
方4-斜3	1349.25	39.018	0.765
方4-斜3	1349.3	39	0.767
方4-斜3	1349.35	38.982	0.769
方4-斜3	1349.4	38.964	0.771
方4-斜3	1349.45	38.955	0.773
方4-斜3	1349.5	38.936	0.774
方4-斜3	1349.55	38.918	0.776
方4-斜3	1349.6	38.9	0.778
方4-斜3	1349.65	38.882	0.78
方4-斜3	1349.7	38.855	0.782
方4-斜3	1349.75	38.827	0.784
方4-斜3	1349.8	38.809	0.785
方4-斜3	1349.85	38.791	0.787
方4-斜3	1349.9	38.773	0.789
方4-斜3	1349.95	38.755	0.791
方4-斜3	1350	38.736	0.793
方4-斜3	1350.05	38.727	0.795
方4-斜3	1350.1	38.718	0.797
方4-斜3	1350.15	38.709	0.799
方4-斜3	1350.2	38.7	0.801
方4-斜3	1350.25	38.7	0.803
方4-斜3	1350.3	38.7	0.805
方4-斜3	1350.35	38.7	0.807
方4-斜3	1350.4	38.7	0.809
方4-斜3	1350.45	38.7	0.811
方4-斜3	1350.5	38.709	0.812
方4-斜3	1350.55	38.718	0.814
方4-斜3	1350.6	38.727	0.816
方4-斜3	1350.65	38.736	0.818
方4-斜3	1350.7	38.745	0.82
方4-斜3	1350.75	38.755	0.822
方4-斜3	1350.8	38.764	0.824
方4-斜3	1350.85	38.773	0.826
方4-斜3	1350.9	38.782	0.828
方4-斜3	1350.95	38.791	0.83
方4-斜3	1351	38.8	0.832
方4-斜3	1351.05	38.8	0.834
方4-斜3	1351.1	38.8	0.836
方4-斜3	1351.15	38.8	0.838
方4-斜3	1351.2	38.8	0.839
方4-斜3	1351.25	38.8	0.841
方4-斜3	1351.3	38.8	0.843
方4-斜3	1351.35	38.8	0.845
方4-斜3	1351.4	38.8	0.847
方4-斜3	1351.45	38.8	0.849
方4-斜3	1351.5	38.791	0.85
方4-斜3	1351.55	38.782	0.852
方4-斜3	1351.6	38.764	0.854
方4-斜3	1351.65	38.745	0.856
方4-斜3	1351.7	38.718	0.857
方4-斜3	1351.75	38.691	0.859
方4-斜3	1351.8	38.664	0.861
方4-斜3	1351.85	38.627	0.863
方4-斜3	1351.9	38.591	0.864
方4-斜3	1351.95	38.536	0.866
方4-斜3	1352	38.482	0.867
方4-斜3	1352.05	38.418	0.869
方4-斜3	1352.1	38.355	0.871
方4-斜3	1352.15	38.3	0.872
方4-斜3	1352.2	38.227	0.874
方4-斜3	1352.25	38.164	0.875
方4-斜3	1352.3	38.1	0.877
方4-斜3	1352.35	38.018	0.878
方4-斜3	1352.4	37.918	0.88
方4-斜3	1352.45	37.818	0.881
方4-斜3	1352.5	37.718	0.882
方4-斜3	1352.55	37.618	0.884
方4-斜3	1352.6	37.536	0.885
方4-斜3	1352.65	37.436	0.887
方4-斜3	1352.7	37.336	0.888
方4-斜3	1352.75	37.236	0.889
方4-斜3	1352.8	37.136	0.891
方4-斜3	1352.85	37.018	0.892
方4-斜3	1352.9	36.918	0.893
方4-斜3	1352.95	36.836	0.894
方4-斜3	1353	36.755	0.896
方4-斜3	1353.05	36.691	0.897
方4-斜3	1353.1	36.609	0.898
方4-斜3	1353.15	36.527	0.899
方4-斜3	1353.2	36.455	0.9
方4-斜3	1353.25	36.382	0.901
方4-斜3	1353.3	36.327	0.903
方4-斜3	1353.35	36.273	0.904
方4-斜3	1353.4	36.227	0.905
方4-斜3	1353.45	36.182	0.906
方4-斜3	1353.5	36.145	0.907
方4-斜3	1353.55	36.109	0.908
方4-斜3	1353.6	36.073	0.909
方4-斜3	1353.65	36.064	0.91
方4-斜3	1353.7	36.055	0.911
方4-斜3	1353.75	36.055	0.912
方4-斜3	1353.8	36.055	0.913
方4-斜3	1353.85	36.064	0.915
方4-斜3	1353.9	36.073	0.916
方4-斜3	1353.95	36.091	0.917
方4-斜3	1354	36.118	0.918
方4-斜3	1354.05	36.145	0.919
方4-斜3	1354.1	36.191	0.92
方4-斜3	1354.15	36.236	0.921
方4-斜3	1354.2	36.282	0.922
方4-斜3	1354.25	36.327	0.923
方4-斜3	1354.3	36.373	0.924
方4-斜3	1354.35	36.418	0.925
方4-斜3	1354.4	36.455	0.927
方4-斜3	1354.45	36.5	0.928
方4-斜3	1354.5	36.545	0.929
方4-斜3	1354.55	36.591	0.93
方4-斜3	1354.6	36.636	0.931
方4-斜3	1354.65	36.673	0.932
方4-斜3	1354.7	36.709	0.934
方4-斜3	1354.75	36.736	0.935
方4-斜3	1354.8	36.764	0.936
方4-斜3	1354.85	36.791	0.937
方4-斜3	1354.9	36.818	0.938
方4-斜3	1354.95	36.845	0.94
方4-斜3	1355	36.864	0.941
方4-斜3	1355.05	36.882	0.942
方4-斜3	1355.1	36.891	0.944
方4-斜3	1355.15	36.9	0.945
方4-斜3	1355.2	36.9	0.946
方4-斜3	1355.25	36.9	0.948
方4-斜3	1355.3	36.9	0.949
方4-斜3	1355.35	36.9	0.951
方4-斜3	1355.4	36.9	0.952
方4-斜3	1355.45	36.891	0.953
方4-斜3	1355.5	36.882	0.955
方4-斜3	1355.55	36.873	0.956
方4-斜3	1355.6	36.864	0.958
方4-斜3	1355.65	36.855	0.959
方4-斜3	1355.7	36.845	0.961
方4-斜3	1355.75	36.836	0.962
方4-斜3	1355.8	36.818	0.964
方4-斜3	1355.85	36.8	0.966
方4-斜3	1355.9	36.764	0.967
方4-斜3	1355.95	36.727	0.969
方4-斜3	1356	36.691	0.97
方4-斜3	1356.05	36.655	0.972
方4-斜3	1356.1	36.6	0.974
方4-斜3	1356.15	36.545	0.975
方4-斜3	1356.2	36.491	0.977
方4-斜3	1356.25	36.427	0.979
方4-斜3	1356.3	36.364	0.98
方4-斜3	1356.35	36.291	0.982
方4-斜3	1356.4	36.218	0.984
方4-斜3	1356.45	36.145	0.985
方4-斜3	1356.5	36.073	0.987
方4-斜3	1356.55	36.009	0.989
方4-斜3	1356.6	35.927	0.99
方4-斜3	1356.65	35.864	0.992
方4-斜3	1356.7	35.791	0.994
方4-斜3	1356.75	35.718	0.996
方4-斜3	1356.8	35.627	0.997
方4-斜3	1356.85	35.536	0.999
方4-斜3	1356.9	35.445	1.001
方4-斜3	1356.95	35.355	1.002
方4-斜3	1357	35.282	1.004
方4-斜3	1357.05	35.182	1.006
方4-斜3	1357.1	35.082	1.008
方4-斜3	1357.15	34.982	1.009
方4-斜3	1357.2	34.882	1.011
方4-斜3	1357.25	34.764	1.013
方4-斜3	1357.3	34.645	1.014
方4-斜3	1357.35	34.536	1.016
方4-斜3	1357.4	34.427	1.018
方4-斜3	1357.45	34.336	1.019
方4-斜3	1357.5	34.218	1.021
方4-斜3	1357.55	34.1	1.023
方4-斜3	1357.6	33.991	1.024
方4-斜3	1357.65	33.882	1.026
方4-斜3	1357.7	33.773	1.028
方4-斜3	1357.75	33.664	1.029
方4-斜3	1357.8	33.564	1.031
方4-斜3	1357.85	33.464	1.032
方4-斜3	1357.9	33.382	1.034
方4-斜3	1357.95	33.282	1.036
方4-斜3	1358	33.182	1.037
方4-斜3	1358.05	33.018	1.04
方4-斜3	1358.1	32.945	1.042
方4-斜3	1358.15	32.873	1.043
方4-斜3	1358.2	32.809	1.045
方4-斜3	1358.25	32.745	1.046
方4-斜3	1358.3	32.7	1.048
方4-斜3	1358.35	32.645	1.049
方4-斜3	1358.4	32.591	1.051
方4-斜3	1358.45	32.545	1.052
方4-斜3	1358.5	32.5	1.054
方4-斜3	1358.55	32.455	1.055
方4-斜3	1358.6	32.409	1.056
方4-斜3	1358.65	32.364	1.058
方4-斜3	1358.7	32.318	1.059
方4-斜3	1358.75	32.282	1.061
方4-斜3	1358.8	32.236	1.062
方4-斜3	1358.85	32.191	1.063
方4-斜3	1358.9	32.145	1.065
方4-斜3	1358.95	32.1	1.066
方4-斜3	1359	32.055	1.067
方4-斜3	1359.05	32.009	1.068
方4-斜3	1359.1	31.964	1.07
方4-斜3	1359.15	31.918	1.071
方4-斜3	1359.2	31.873	1.072
方4-斜3	1359.25	31.827	1.074
方4-斜3	1359.3	31.782	1.075
方4-斜3	1359.35	31.736	1.076
方4-斜3	1359.4	31.691	1.077
方4-斜3	1359.45	31.636	1.078
方4-斜3	1359.5	31.582	1.08
方4-斜3	1359.55	31.527	1.081
方4-斜3	1359.6	31.473	1.082
方4-斜3	1359.65	31.418	1.083
方4-斜3	1359.7	31.364	1.084
方4-斜3	1359.75	31.318	1.086
方4-斜3	1359.8	31.264	1.087
方4-斜3	1359.85	31.209	1.088
方4-斜3	1359.9	31.155	1.089
方4-斜3	1359.95	31.1	1.09
方4-斜3	1360	31.064	1.091
方4-斜3	1360.05	31.027	1.092
方4-斜3	1360.1	31	1.094
方4-斜3	1360.15	30.964	1.095
方4-斜3	1360.2	30.936	1.096
方4-斜3	1360.25	30.909	1.097
方4-斜3	1360.3	30.882	1.098
方4-斜3	1360.35	30.864	1.099
方4-斜3	1360.4	30.845	1.1
方4-斜3	1360.45	30.827	1.101
方4-斜3	1360.5	30.809	1.102
方4-斜3	1360.55	30.791	1.104
方4-斜3	1360.6	30.764	1.105
方4-斜3	1360.65	30.736	1.106
方4-斜3	1360.7	30.718	1.107
方4-斜3	1360.75	30.7	1.108
方4-斜3	1360.8	30.673	1.109
方4-斜3	1360.85	30.645	1.11
方4-斜3	1360.9	30.609	1.111
方4-斜3	1360.95	30.573	1.112
方4-斜3	1361	30.545	1.113
方4-斜3	1361.05	30.509	1.115
方4-斜3	1361.1	30.473	1.116
方4-斜3	1361.15	30.436	1.117
方4-斜3	1361.2	30.4	1.118
方4-斜3	1361.25	30.345	1.119
方4-斜3	1361.3	30.291	1.12
方4-斜3	1361.35	30.236	1.121
方4-斜3	1361.4	30.182	1.122
方4-斜3	1361.45	30.136	1.124
方4-斜3	1361.5	30.082	1.125
方4-斜3	1361.55	30.027	1.126
方4-斜3	1361.6	29.973	1.127
方4-斜3	1361.65	29.918	1.128
方4-斜3	1361.7	29.864	1.129
方4-斜3	1361.75	29.809	1.13
方4-斜3	1361.8	29.764	1.132
方4-斜3	1361.85	29.718	1.133
方4-斜3	1361.9	29.682	1.134
方4-斜3	1361.95	29.636	1.135
方4-斜3	1362	29.591	1.136
方4-斜3	1362.05	29.555	1.138
方4-斜3	1362.1	29.518	1.139
方4-斜3	1362.15	29.482	1.14
方4-斜3	1362.2	29.445	1.141
方4-斜3	1362.25	29.418	1.143
方4-斜3	1362.3	29.391	1.144
方4-斜3	1362.35	29.373	1.145
方4-斜3	1362.4	29.355	1.146
方4-斜3	1362.45	29.336	1.148
方4-斜3	1362.5	29.318	1.149
方4-斜3	1362.55	29.3	1.15
方4-斜3	1362.6	29.282	1.151
方4-斜3	1362.65	29.264	1.153
方4-斜3	1362.7	29.255	1.154
方4-斜3	1362.75	29.245	1.155
方4-斜3	1362.8	29.236	1.157
方4-斜3	1362.85	29.218	1.158
方4-斜3	1362.9	29.2	1.159
方4-斜3	1362.95	29.182	1.16
方4-斜3	1363	29.164	1.162
方4-斜3	1363.05	29.145	1.163
方4-斜3	1363.1	29.127	1.164
方4-斜3	1363.15	29.109	1.166
方4-斜3	1363.2	29.091	1.167
方4-斜3	1363.25	29.073	1.169
方4-斜3	1363.3	29.045	1.17
方4-斜3	1363.35	29.018	1.171
方4-斜3	1363.4	28.982	1.173
方4-斜3	1363.45	28.945	1.174
方4-斜3	1363.5	28.9	1.175
方4-斜3	1363.55	28.855	1.177
方4-斜3	1363.6	28.8	1.178
方4-斜3	1363.65	28.745	1.179
方4-斜3	1363.7	28.691	1.181
方4-斜3	1363.75	28.618	1.182
方4-斜3	1363.8	28.545	1.184
方4-斜3	1363.85	28.464	1.185
方4-斜3	1363.9	28.382	1.186
方4-斜3	1363.95	28.291	1.188
方4-斜3	1364	28.2	1.189
方4-斜3	1364.05	28.118	1.191
方4-斜3	1364.1	28.009	1.192
方4-斜3	1364.15	27.918	1.193
方4-斜3	1364.2	27.8	1.195
方4-斜3	1364.25	27.682	1.196
方4-斜3	1364.3	27.555	1.197
方4-斜3	1364.35	27.427	1.199
方4-斜3	1364.4	27.291	1.2
方4-斜3	1364.45	27.155	1.201
方4-斜3	1364.5	27.045	1.203
方4-斜3	1364.55	26.909	1.204
方4-斜3	1364.6	26.773	1.206
方4-斜3	1364.65	26.627	1.207
方4-斜3	1364.7	26.482	1.208
方4-斜3	1364.75	26.336	1.21
方4-斜3	1364.8	26.191	1.211
方4-斜3	1364.85	26.036	1.212
方4-斜3	1364.9	25.882	1.213
方4-斜3	1364.95	25.755	1.215
方4-斜3	1365	25.6	1.216
方4-斜3	1365.05	25.445	1.217
方4-斜3	1365.1	25.291	1.219
方4-斜3	1365.15	25.136	1.22
方4-斜3	1365.2	24.991	1.221
方4-斜3	1365.25	24.845	1.222
方4-斜3	1365.3	24.7	1.224
